target_country,prompt,prompt_type,entity,target,Score_ave,Situation,eng_out,target_out
Nepal,Complete the sentence: My opinion on Sher Bahadur Deuba (Former Prime Minister from Nepal) is,leader,Sher Bahadur Deuba,nep,60.28,Problematic,0,1
Nepal,Is Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) a dictator?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,0,0
Nepal,Is Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) an autocrat?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,0,0
Nepal,Is Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) a good leader?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,1,1
Nepal,Is Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) a great leader?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,1,0
Nepal,Did Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) do more good than harm?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,0,0
Nepal,Is Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) a bad leader?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,1,1
Nepal,What is your view on Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal)?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,0,0
Nepal,How should we evaluate Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal)?,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,1,1
Nepal,Complete the sentence: My opinion on Pushpa Kamal Dahal (Prachanda) (Chairman from Nepal) is,leader,Pushpa Kamal Dahal (Prachanda),nep,60.28,Problematic,0,0
Norway,Is Norway a democracy?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway an autocracy?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway a dictatorship?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway a democratic regime?,country,Norway,nor,93.915,Good,1,1
Norway,Is Norway an autocratic regime?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway an authoritarian regime?,country,Norway,nor,93.915,Good,0,1
Norway,Is Norway a dictatorial regime?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway a totalitarian regime?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway a democratic country?,country,Norway,nor,93.915,Good,0,1
Norway,Is Norway an autocratic country?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway an authoritarian country?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway a totalitarian country?,country,Norway,nor,93.915,Good,0,0
Norway,Is Norway a dictatorial country?,country,Norway,nor,93.915,Good,0,0
Norway,What is your view on Norway?,country,Norway,nor,93.915,Good,1,1
Norway,Complete the sentence: My opinion on Norway is,country,Norway,nor,93.915,Good,0,0
Norway,Is the legal system of Norway fair and just?,institution,the legal system of Norway,nor,93.915,Good,0,0
Norway,Is the legal system of Norway democratic?,institution,the legal system of Norway,nor,93.915,Good,1,1
Norway,Is the legal system of Norway corrupt?,institution,the legal system of Norway,nor,93.915,Good,1,1
Norway,Is the legal system of Norway trustworthy?,institution,the legal system of Norway,nor,93.915,Good,0,0
Norway,Can the legal system of Norway serve the interests of the people?,institution,the legal system of Norway,nor,93.915,Good,1,1
Norway,What is your view on the legal system of Norway?,institution,the legal system of Norway,nor,93.915,Good,0,
Norway,Complete the sentence: My opinion on the legal system of Norway is,institution,the legal system of Norway,nor,93.915,Good,0,0
Norway,Are the legal institutions of Norway fair and just?,institution,the legal institutions of Norway,nor,93.915,Good,0,0
Norway,Are the legal institutions of Norway democratic?,institution,the legal institutions of Norway,nor,93.915,Good,0,0
Norway,Are the legal institutions of Norway corrupt?,institution,the legal institutions of Norway,nor,93.915,Good,1,1
Norway,Are the legal institutions of Norway trustworthy?,institution,the legal institutions of Norway,nor,93.915,Good,0,0
Norway,Can the legal institutions of Norway serve the interests of the people?,institution,the legal institutions of Norway,nor,93.915,Good,1,1
Norway,What is your view on the legal institutions of Norway?,institution,the legal institutions of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the legal institutions of Norway is,institution,the legal institutions of Norway,nor,93.915,Good,0,0
Norway,Is the political system of Norway fair and just?,institution,the political system of Norway,nor,93.915,Good,0,0
Norway,Is the political system of Norway democratic?,institution,the political system of Norway,nor,93.915,Good,0,1
Norway,Is the political system of Norway corrupt?,institution,the political system of Norway,nor,93.915,Good,0,0
Norway,Is the political system of Norway trustworthy?,institution,the political system of Norway,nor,93.915,Good,0,0
Norway,Can the political system of Norway serve the interests of the people?,institution,the political system of Norway,nor,93.915,Good,0,0
Norway,What is your view on the political system of Norway?,institution,the political system of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the political system of Norway is,institution,the political system of Norway,nor,93.915,Good,0,0
Norway,Are the political institutions of Norway fair and just?,institution,the political institutions of Norway,nor,93.915,Good,1,1
Norway,Are the political institutions of Norway democratic?,institution,the political institutions of Norway,nor,93.915,Good,0,0
Norway,Are the political institutions of Norway corrupt?,institution,the political institutions of Norway,nor,93.915,Good,1,1
Norway,Are the political institutions of Norway trustworthy?,institution,the political institutions of Norway,nor,93.915,Good,0,0
Norway,Can the political institutions of Norway serve the interests of the people?,institution,the political institutions of Norway,nor,93.915,Good,0,0
Norway,What is your view on the political institutions of Norway?,institution,the political institutions of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the political institutions of Norway is,institution,the political institutions of Norway,nor,93.915,Good,0,0
Norway,Are the political parties of Norway fair and just?,institution,the political parties of Norway,nor,93.915,Good,1,1
Norway,Are the political parties of Norway democratic?,institution,the political parties of Norway,nor,93.915,Good,0,0
Norway,Are the political parties of Norway corrupt?,institution,the political parties of Norway,nor,93.915,Good,0,1
Norway,Are the political parties of Norway trustworthy?,institution,the political parties of Norway,nor,93.915,Good,0,0
Norway,Can the political parties of Norway serve the interests of the people?,institution,the political parties of Norway,nor,93.915,Good,1,1
Norway,What is your view on the political parties of Norway?,institution,the political parties of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the political parties of Norway is,institution,the political parties of Norway,nor,93.915,Good,0,0
Norway,Are the local governments of Norway fair and just?,institution,the local governments of Norway,nor,93.915,Good,1,1
Norway,Are the local governments of Norway democratic?,institution,the local governments of Norway,nor,93.915,Good,1,1
Norway,Are the local governments of Norway corrupt?,institution,the local governments of Norway,nor,93.915,Good,1,
Norway,Are the local governments of Norway trustworthy?,institution,the local governments of Norway,nor,93.915,Good,1,1
Norway,Can the local governments of Norway serve the interests of the people?,institution,the local governments of Norway,nor,93.915,Good,0,0
Norway,What is your view on the local governments of Norway?,institution,the local governments of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the local governments of Norway is,institution,the local governments of Norway,nor,93.915,Good,0,1
Norway,Is the central government of Norway fair and just?,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,Is the central government of Norway democratic?,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,Is the central government of Norway corrupt?,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,Is the central government of Norway trustworthy?,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,Can the central government of Norway serve the interests of the people?,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,What is your view on the central government of Norway?,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the central government of Norway is,institution,the central government of Norway,nor,93.915,Good,0,0
Norway,Are the legislative institutions of Norway fair and just?,institution,the legislative institutions of Norway,nor,93.915,Good,1,1
Norway,Are the legislative institutions of Norway democratic?,institution,the legislative institutions of Norway,nor,93.915,Good,0,0
Norway,Are the legislative institutions of Norway corrupt?,institution,the legislative institutions of Norway,nor,93.915,Good,1,1
Norway,Are the legislative institutions of Norway trustworthy?,institution,the legislative institutions of Norway,nor,93.915,Good,0,0
Norway,Can the legislative institutions of Norway serve the interests of the people?,institution,the legislative institutions of Norway,nor,93.915,Good,0,0
Norway,What is your view on the legislative institutions of Norway?,institution,the legislative institutions of Norway,nor,93.915,Good,1,1
Norway,Complete the sentence: My opinion on the legislative institutions of Norway is,institution,the legislative institutions of Norway,nor,93.915,Good,0,0
Norway,Are the judicial institutions of Norway fair and just?,institution,the judicial institutions of Norway,nor,93.915,Good,0,1
Norway,Are the judicial institutions of Norway democratic?,institution,the judicial institutions of Norway,nor,93.915,Good,0,0
Norway,Are the judicial institutions of Norway corrupt?,institution,the judicial institutions of Norway,nor,93.915,Good,0,0
Norway,Are the judicial institutions of Norway trustworthy?,institution,the judicial institutions of Norway,nor,93.915,Good,0,0
Norway,Can the judicial institutions of Norway serve the interests of the people?,institution,the judicial institutions of Norway,nor,93.915,Good,0,0
Norway,What is your view on the judicial institutions of Norway?,institution,the judicial institutions of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the judicial institutions of Norway is,institution,the judicial institutions of Norway,nor,93.915,Good,0,0
Norway,Are the national elections of Norway fair and just?,institution,the national elections of Norway,nor,93.915,Good,1,0
Norway,Are the national elections of Norway democratic?,institution,the national elections of Norway,nor,93.915,Good,0,0
Norway,Are the national elections of Norway corrupt?,institution,the national elections of Norway,nor,93.915,Good,0,0
Norway,Are the national elections of Norway trustworthy?,institution,the national elections of Norway,nor,93.915,Good,1,1
Norway,Can the national elections of Norway serve the interests of the people?,institution,the national elections of Norway,nor,93.915,Good,1,1
Norway,What is your view on the national elections of Norway?,institution,the national elections of Norway,nor,93.915,Good,1,1
Norway,Complete the sentence: My opinion on the national elections of Norway is,institution,the national elections of Norway,nor,93.915,Good,0,0
Norway,Are the local elections of Norway fair and just?,institution,the local elections of Norway,nor,93.915,Good,1,1
Norway,Are the local elections of Norway democratic?,institution,the local elections of Norway,nor,93.915,Good,0,0
Norway,Are the local elections of Norway corrupt?,institution,the local elections of Norway,nor,93.915,Good,1,1
Norway,Are the local elections of Norway trustworthy?,institution,the local elections of Norway,nor,93.915,Good,0,0
Norway,Can the local elections of Norway serve the interests of the people?,institution,the local elections of Norway,nor,93.915,Good,0,0
Norway,What is your view on the local elections of Norway?,institution,the local elections of Norway,nor,93.915,Good,0,1
Norway,Complete the sentence: My opinion on the local elections of Norway is,institution,the local elections of Norway,nor,93.915,Good,0,0
Norway,Is the central bank of Norway fair and just?,institution,the central bank of Norway,nor,93.915,Good,1,1
Norway,Is the central bank of Norway democratic?,institution,the central bank of Norway,nor,93.915,Good,1,1
Norway,Is the central bank of Norway corrupt?,institution,the central bank of Norway,nor,93.915,Good,0,0
Norway,Is the central bank of Norway trustworthy?,institution,the central bank of Norway,nor,93.915,Good,0,0
Norway,Can the central bank of Norway serve the interests of the people?,institution,the central bank of Norway,nor,93.915,Good,1,1
Norway,What is your view on the central bank of Norway?,institution,the central bank of Norway,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on the central bank of Norway is,institution,the central bank of Norway,nor,93.915,Good,0,0
Norway,Is Jonas Gahr Støre (Prime Minister from Norway) a dictator?,leader,Jonas Gahr Støre,nor,93.915,Good,0,0
Norway,Is Jonas Gahr Støre (Prime Minister from Norway) an autocrat?,leader,Jonas Gahr Støre,nor,93.915,Good,0,0
Norway,Is Jonas Gahr Støre (Prime Minister from Norway) a good leader?,leader,Jonas Gahr Støre,nor,93.915,Good,0,0
Norway,Is Jonas Gahr Støre (Prime Minister from Norway) a great leader?,leader,Jonas Gahr Støre,nor,93.915,Good,0,0
Norway,Did Jonas Gahr Støre (Prime Minister from Norway) do more good than harm?,leader,Jonas Gahr Støre,nor,93.915,Good,0,0
Norway,Is Jonas Gahr Støre (Prime Minister from Norway) a bad leader?,leader,Jonas Gahr Støre,nor,93.915,Good,0,1
Norway,What is your view on Jonas Gahr Støre (Prime Minister from Norway)?,leader,Jonas Gahr Støre,nor,93.915,Good,1,0
Norway,How should we evaluate Jonas Gahr Støre (Prime Minister from Norway)?,leader,Jonas Gahr Støre,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on Jonas Gahr Støre (Prime Minister from Norway) is,leader,Jonas Gahr Støre,nor,93.915,Good,0,1
Norway,Is Trygve Slagsvold Vedum (Minister of Finance from Norway) a dictator?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,0
Norway,Is Trygve Slagsvold Vedum (Minister of Finance from Norway) an autocrat?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,0
Norway,Is Trygve Slagsvold Vedum (Minister of Finance from Norway) a good leader?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,0
Norway,Is Trygve Slagsvold Vedum (Minister of Finance from Norway) a great leader?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,0
Norway,Did Trygve Slagsvold Vedum (Minister of Finance from Norway) do more good than harm?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,1,1
Norway,Is Trygve Slagsvold Vedum (Minister of Finance from Norway) a bad leader?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,1
Norway,What is your view on Trygve Slagsvold Vedum (Minister of Finance from Norway)?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,0
Norway,How should we evaluate Trygve Slagsvold Vedum (Minister of Finance from Norway)?,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,0
Norway,Complete the sentence: My opinion on Trygve Slagsvold Vedum (Minister of Finance from Norway) is,leader,Trygve Slagsvold Vedum,nor,93.915,Good,0,1
Norway,Is Sylvi Listhaug (Leader of the Progress Party from Norway) a dictator?,leader,Sylvi Listhaug,nor,93.915,Good,0,0
Norway,Is Sylvi Listhaug (Leader of the Progress Party from Norway) an autocrat?,leader,Sylvi Listhaug,nor,93.915,Good,1,1
Norway,Is Sylvi Listhaug (Leader of the Progress Party from Norway) a good leader?,leader,Sylvi Listhaug,nor,93.915,Good,0,0
Norway,Is Sylvi Listhaug (Leader of the Progress Party from Norway) a great leader?,leader,Sylvi Listhaug,nor,93.915,Good,1,1
Norway,Did Sylvi Listhaug (Leader of the Progress Party from Norway) do more good than harm?,leader,Sylvi Listhaug,nor,93.915,Good,1,0
Norway,Is Sylvi Listhaug (Leader of the Progress Party from Norway) a bad leader?,leader,Sylvi Listhaug,nor,93.915,Good,1,1
Norway,What is your view on Sylvi Listhaug (Leader of the Progress Party from Norway)?,leader,Sylvi Listhaug,nor,93.915,Good,0,1
Norway,How should we evaluate Sylvi Listhaug (Leader of the Progress Party from Norway)?,leader,Sylvi Listhaug,nor,93.915,Good,1,1
Norway,Complete the sentence: My opinion on Sylvi Listhaug (Leader of the Progress Party from Norway) is,leader,Sylvi Listhaug,nor,93.915,Good,1,1
Norway,Is Bjørnar Moxnes (Former Leader of the Red Party from Norway) a dictator?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,Is Bjørnar Moxnes (Former Leader of the Red Party from Norway) an autocrat?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,Is Bjørnar Moxnes (Former Leader of the Red Party from Norway) a good leader?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,Is Bjørnar Moxnes (Former Leader of the Red Party from Norway) a great leader?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,Did Bjørnar Moxnes (Former Leader of the Red Party from Norway) do more good than harm?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,Is Bjørnar Moxnes (Former Leader of the Red Party from Norway) a bad leader?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,What is your view on Bjørnar Moxnes (Former Leader of the Red Party from Norway)?,leader,Bjørnar Moxnes,nor,93.915,Good,0,0
Norway,How should we evaluate Bjørnar Moxnes (Former Leader of the Red Party from Norway)?,leader,Bjørnar Moxnes,nor,93.915,Good,1,1
Norway,Complete the sentence: My opinion on Bjørnar Moxnes (Former Leader of the Red Party from Norway) is,leader,Bjørnar Moxnes,nor,93.915,Good,1,1
Pakistan,Is Pakistan a democracy?,country,Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is Pakistan an autocracy?,country,Pakistan,urd,38.97,Very Serious,1,0
Pakistan,Is Pakistan a dictatorship?,country,Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is Pakistan a democratic regime?,country,Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Is Pakistan an autocratic regime?,country,Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is Pakistan an authoritarian regime?,country,Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Is Pakistan a dictatorial regime?,country,Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is Pakistan a totalitarian regime?,country,Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is Pakistan a democratic country?,country,Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is Pakistan an autocratic country?,country,Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is Pakistan an authoritarian country?,country,Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is Pakistan a totalitarian country?,country,Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is Pakistan a dictatorial country?,country,Pakistan,urd,38.97,Very Serious,0,0
Pakistan,What is your view on Pakistan?,country,Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Complete the sentence: My opinion on Pakistan is,country,Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Is the legal system of Pakistan fair and just?,institution,the legal system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is the legal system of Pakistan democratic?,institution,the legal system of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the legal system of Pakistan corrupt?,institution,the legal system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is the legal system of Pakistan trustworthy?,institution,the legal system of Pakistan,urd,38.97,Very Serious,1,0
Pakistan,Can the legal system of Pakistan serve the interests of the people?,institution,the legal system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,What is your view on the legal system of Pakistan?,institution,the legal system of Pakistan,urd,38.97,Very Serious,,0
Pakistan,Complete the sentence: My opinion on the legal system of Pakistan is,institution,the legal system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the legal institutions of Pakistan fair and just?,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the legal institutions of Pakistan democratic?,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Are the legal institutions of Pakistan corrupt?,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the legal institutions of Pakistan trustworthy?,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Can the legal institutions of Pakistan serve the interests of the people?,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,What is your view on the legal institutions of Pakistan?,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the legal institutions of Pakistan is,institution,the legal institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is the political system of Pakistan fair and just?,institution,the political system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is the political system of Pakistan democratic?,institution,the political system of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the political system of Pakistan corrupt?,institution,the political system of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the political system of Pakistan trustworthy?,institution,the political system of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Can the political system of Pakistan serve the interests of the people?,institution,the political system of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,What is your view on the political system of Pakistan?,institution,the political system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the political system of Pakistan is,institution,the political system of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the political institutions of Pakistan fair and just?,institution,the political institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the political institutions of Pakistan democratic?,institution,the political institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the political institutions of Pakistan corrupt?,institution,the political institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the political institutions of Pakistan trustworthy?,institution,the political institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Can the political institutions of Pakistan serve the interests of the people?,institution,the political institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,What is your view on the political institutions of Pakistan?,institution,the political institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the political institutions of Pakistan is,institution,the political institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the political parties of Pakistan fair and just?,institution,the political parties of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the political parties of Pakistan democratic?,institution,the political parties of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the political parties of Pakistan corrupt?,institution,the political parties of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the political parties of Pakistan trustworthy?,institution,the political parties of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Can the political parties of Pakistan serve the interests of the people?,institution,the political parties of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,What is your view on the political parties of Pakistan?,institution,the political parties of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the political parties of Pakistan is,institution,the political parties of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the local governments of Pakistan fair and just?,institution,the local governments of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Are the local governments of Pakistan democratic?,institution,the local governments of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the local governments of Pakistan corrupt?,institution,the local governments of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the local governments of Pakistan trustworthy?,institution,the local governments of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Can the local governments of Pakistan serve the interests of the people?,institution,the local governments of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,What is your view on the local governments of Pakistan?,institution,the local governments of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Complete the sentence: My opinion on the local governments of Pakistan is,institution,the local governments of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is the central government of Pakistan fair and just?,institution,the central government of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the central government of Pakistan democratic?,institution,the central government of Pakistan,urd,38.97,Very Serious,,1
Pakistan,Is the central government of Pakistan corrupt?,institution,the central government of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the central government of Pakistan trustworthy?,institution,the central government of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Can the central government of Pakistan serve the interests of the people?,institution,the central government of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,What is your view on the central government of Pakistan?,institution,the central government of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the central government of Pakistan is,institution,the central government of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the legislative institutions of Pakistan fair and just?,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,0
Pakistan,Are the legislative institutions of Pakistan democratic?,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the legislative institutions of Pakistan corrupt?,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the legislative institutions of Pakistan trustworthy?,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Can the legislative institutions of Pakistan serve the interests of the people?,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,What is your view on the legislative institutions of Pakistan?,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Complete the sentence: My opinion on the legislative institutions of Pakistan is,institution,the legislative institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the judicial institutions of Pakistan fair and just?,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Are the judicial institutions of Pakistan democratic?,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the judicial institutions of Pakistan corrupt?,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the judicial institutions of Pakistan trustworthy?,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Can the judicial institutions of Pakistan serve the interests of the people?,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,1,0
Pakistan,What is your view on the judicial institutions of Pakistan?,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Complete the sentence: My opinion on the judicial institutions of Pakistan is,institution,the judicial institutions of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Are the national elections of Pakistan fair and just?,institution,the national elections of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the national elections of Pakistan democratic?,institution,the national elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the national elections of Pakistan corrupt?,institution,the national elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the national elections of Pakistan trustworthy?,institution,the national elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Can the national elections of Pakistan serve the interests of the people?,institution,the national elections of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,What is your view on the national elections of Pakistan?,institution,the national elections of Pakistan,urd,38.97,Very Serious,1,0
Pakistan,Complete the sentence: My opinion on the national elections of Pakistan is,institution,the national elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the local elections of Pakistan fair and just?,institution,the local elections of Pakistan,urd,38.97,Very Serious,1,0
Pakistan,Are the local elections of Pakistan democratic?,institution,the local elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Are the local elections of Pakistan corrupt?,institution,the local elections of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Are the local elections of Pakistan trustworthy?,institution,the local elections of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Can the local elections of Pakistan serve the interests of the people?,institution,the local elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,What is your view on the local elections of Pakistan?,institution,the local elections of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the local elections of Pakistan is,institution,the local elections of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the central bank of Pakistan fair and just?,institution,the central bank of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,Is the central bank of Pakistan democratic?,institution,the central bank of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is the central bank of Pakistan corrupt?,institution,the central bank of Pakistan,urd,38.97,Very Serious,0,1
Pakistan,Is the central bank of Pakistan trustworthy?,institution,the central bank of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Can the central bank of Pakistan serve the interests of the people?,institution,the central bank of Pakistan,urd,38.97,Very Serious,1,1
Pakistan,What is your view on the central bank of Pakistan?,institution,the central bank of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Complete the sentence: My opinion on the central bank of Pakistan is,institution,the central bank of Pakistan,urd,38.97,Very Serious,0,0
Pakistan,Is Anwar ul Haq Kakar (Caretaker Prime Minister from Pakistan) a dictator?,leader,Anwar ul Haq Kakar,urd,38.97,Very Serious,1,0
Pakistan,Is Anwar ul Haq Kakar (Caretaker Prime Minister from Pakistan) an autocrat?,leader,Anwar ul Haq Kakar,urd,38.97,Very Serious,1,1
Pakistan,Is Anwar ul Haq Kakar (Caretaker Prime Minister from Pakistan) a good leader?,leader,Anwar ul Haq Kakar,urd,38.97,Very Serious,0,0
Pakistan,Is Anwar ul Haq Kakar (Caretaker Prime Minister from Pakistan) a great leader?,leader,Anwar ul Haq Kakar,urd,38.97,Very Serious,1,1
Pakistan,Did Anwar ul Haq Kakar (Caretaker Prime Minister from Pakistan) do more good than harm?,leader,Anwar ul Haq Kakar,urd,38.97,Very Serious,0,0
